NGEL_ID,STATION,CITY,COUNTRY,LAT,LON,YEAR,SEARCH RADIUS,TAU_NEAREST PIXEL,TAU3_PIX,TAU3_MEAN,TAU3_MEDIAN,TAU3_STD
NGEL_OAPM_00502,Ladue,St.-Louis,US,38.650259,-90.350463,1999,0.0,17.0,9,16.667,17.0,0.816
NGEL_OAPM_00503,Branch-Street,ST.-LOUIS-(CITY),US,38.65643,-90.18977,1999,3.5,19.0,9,18.0,18.0,0.667
NGEL_OAPM_00504,BLAIR-STREET,St.-Louis,US,38.656449,-90.198548,1999,4.3,19.0,9,18.0,18.0,0.667
NGEL_OAPM_00505,Woodland,Sacramento--Arden-Arcade--Roseville,US,38.6619,-121.7278,1999,2.3,14.0,9,12.889,13.0,1.1
NGEL_OAPM_00506,Folsom,Sacramento--Arden-Arcade--Roseville,US,38.683304,-121.164457,1999,3.9,14.0,9,13.667,13.0,1.7
NGEL_OAPM_00507,GC_MAD,St.-Louis,US,38.7045,-90.1397,1999,5.1,18.0,9,18.222,18.0,0.629
NGEL_OAPM_00508,Roseville---N.Sunris,Sacramento--Arden-Arcade--Roseville,US,38.7458,-121.2653,1999,1.4,16.0,9,14.556,14.0,1.707
NGEL_OAPM_00509,RG_SOUTH,Kansas-City,US,38.75961,-94.57983,1999,2.8,14.0,9,13.556,14.0,0.497
NGEL_OAPM_00510,GBUAPCD-EBAM-@-Alpin,GBU,US,38.766214,-119.807625,1999,4.1,7.0,9,7.111,7.0,0.314
NGEL_OAPM_00511,GBUAPCD-EBAM-@-Alpin,GBU,US,38.76631,-119.807625,1999,4.1,7.0,9,7.111,7.0,0.314
NGEL_OAPM_00512,Cedrbluf,TREGO,US,38.7703,-99.7636,1999,2.5,10.0,9,9.778,10.0,0.416
NGEL_OAPM_00513,FRANCONIA,Washington-Arlington-Alexandria,US,38.771702,-77.108902,1999,4.3,19.0,9,18.667,19.0,0.667
NGEL_OAPM_00514,West-Union,ADAMS,US,38.79471,-83.533988,1999,5.2,16.0,9,16.0,16.0,0.0
NGEL_OAPM_00515,Heritage-Park,Kansas-City,US,38.8386,-94.7464,1999,1.3,13.0,9,13.333,13.0,0.471
NGEL_OAPM_00516,Colorado-College,Colorado-Springs,US,38.848,-104.8286,1999,1.9,11.0,9,8.778,9.0,1.548
NGEL_OAPM_00517,Lincoln,Sacramento--Arden-Arcade--Roseville,US,38.89,-121.3,1999,6.2,13.0,9,13.111,13.0,1.595
NGEL_OAPM_00518,Ranchos,DOUGLAS,US,38.897611,-119.732101,1999,5.5,8.0,9,7.111,7.0,0.314
NGEL_OAPM_00519,McMillan-NCORE,WASHINGTON,US,38.921848,-77.013176,1999,4.5,20.0,9,19.111,19.0,0.737
NGEL_OAPM_00520,Auburn,Sacramento--Arden-Arcade--Roseville,US,38.937801,-121.103897,1999,4.2,11.0,9,11.222,11.0,1.474
NGEL_OAPM_00521,KILLENS,Dover,US,38.9847,-75.5556,1999,3.9,20.0,9,20.0,20.0,0.667
NGEL_OAPM_00522,Cortina-Rancheria,COLUSA,US,39.015,-122.286111,1999,5.0,9.0,9,9.556,9.0,1.066
NGEL_OAPM_00523,NKU,Cincinnati-Middletown,US,39.0217,-84.4744,1999,3.8,18.0,9,17.556,17.0,0.956
NGEL_OAPM_00524,KNI-Topeka,Topeka,US,39.0242,-95.7114,1999,4.4,13.0,9,12.333,12.0,0.471
NGEL_OAPM_00525,Blue-Ridge-I-70,Kansas-City,US,39.047911,-94.450513,1999,0.2,13.0,9,13.667,14.0,0.667
NGEL_OAPM_00526,HU-Beltsville,Washington-Arlington-Alexandria,US,39.055302,-76.878304,1999,2.5,19.0,9,19.556,20.0,0.497
NGEL_OAPM_00527,Grand-Junction---Pow,Grand-Junction,US,39.063599,-108.561096,1999,1.8,8.0,9,5.778,6.0,1.133
NGEL_OAPM_00528,Batavia,Cincinnati-Middletown,US,39.0828,-84.1441,1999,3.7,16.0,9,16.0,16.0,0.471
NGEL_OAPM_00529,Colfax,Sacramento--Arden-Arcade--Roseville,US,39.1003,-120.9528,1999,5.5,8.0,9,8.444,8.0,0.497
NGEL_OAPM_00530,Troost,Kansas-City,US,39.10465,-94.57055,1999,5.3,15.0,9,13.444,13.0,0.685
NGEL_OAPM_00531,Rockville,Washington-Arlington-Alexandria,US,39.114399,-77.106903,1999,5.4,18.0,9,17.778,18.0,0.629
NGEL_OAPM_00532,WY/KC,Kansas-City,US,39.1175,-94.6356,1999,3.8,14.0,9,13.333,13.0,0.667
NGEL_OAPM_00533,Yuba-City,Yuba-City,US,39.1389,-121.6175,1999,3.1,14.0,9,11.778,11.0,1.227
NGEL_OAPM_00534,Howard-County-Near-R,HOWARD,US,39.143197,-76.846192,1999,0.8,20.0,9,19.0,19.0,0.667
NGEL_OAPM_00535,CC_Armory,CARSON-CITY,US,39.144804,-119.766409,1999,1.5,8.0,9,6.889,7.0,0.567
NGEL_OAPM_00536,Cincinnati-Near-Road,Cincinnati-Middletown,US,39.146025,-84.538375,1999,1.1,19.0,9,17.778,18.0,1.03
NGEL_OAPM_00537,Bloomington,Bloomington,US,39.159372,-86.504747,1999,4.0,18.0,9,17.556,18.0,0.497
NGEL_OAPM_00538,Tahoe-City,PLACER,US,39.166,-120.1488,1999,1.8,7.0,8,6.875,7.0,0.781
NGEL_OAPM_00539,Colerain,Cincinnati-Middletown,US,39.21494,-84.69086,1999,5.3,17.0,9,17.667,18.0,0.943
NGEL_OAPM_00540,Grass-Valley,Truckee-Grass-Valley,US,39.234402,-121.055603,1999,1.8,9.0,9,8.333,8.0,0.667
NGEL_OAPM_00541,Sycamore,Cincinnati-Middletown,US,39.2787,-84.36612,1999,3.5,17.0,9,17.667,17.0,1.054
NGEL_OAPM_00542,BUTLER-MANUF.-CO-NEA,Winchester,US,39.282799,-78.081398,1999,4.5,15.0,9,14.889,15.0,0.314
NGEL_OAPM_00543,Oldtown,Baltimore-Towson,US,39.2981,-76.604698,1999,6.6,20.0,9,19.444,20.0,0.956
NGEL_OAPM_00544,LIBERTY,Kansas-City,US,39.303056,-94.376389,1999,5.7,13.0,9,13.111,13.0,0.314
NGEL_OAPM_00545,Millington,KENT,US,39.305199,-75.797203,1999,6.4,18.0,9,18.889,19.0,0.737
NGEL_OAPM_00546,Gridley,Chico,US,39.32756,-121.66881,1999,3.0,10.0,9,10.444,10.0,0.497
NGEL_OAPM_00547,Truckee-BAM,Truckee-Grass-Valley,US,39.3386,-120.170303,1999,2.2,6.0,9,6.333,6.0,0.471
NGEL_OAPM_00548,Edgewood,Baltimore-Towson,US,39.41,-76.2967,1999,6.0,20.0,9,19.222,19.0,0.786
NGEL_OAPM_00549,WIllits-Justice-Cent,Ukiah,US,39.411743,-123.352661,1999,4.3,6.0,9,6.0,6.0,0.0
NGEL_OAPM_00550,Millville,Vineland-Millville-Bridgeton,US,39.422272,-75.0252,1999,3.7,18.0,9,18.222,18.0,0.416
NGEL_OAPM_00551,Lebanon,Cincinnati-Middletown,US,39.42689,-84.20077,1999,4.9,17.0,9,17.0,17.0,0.667
NGEL_OAPM_00552,Brigantine,Atlantic-City,US,39.46487,-74.448738,1999,1.7,17.0,9,19.0,19.0,1.155
NGEL_OAPM_00553,Yankee-Road,BUTLER,US,39.472436,-84.394952,1999,4.6,18.0,9,17.556,17.0,0.685
NGEL_OAPM_00554,Amanda--Elementary,BUTLER,US,39.478849,-84.407675,1999,4.8,18.0,9,17.889,18.0,0.737
NGEL_OAPM_00555,Reno3,Reno-Sparks,US,39.525082,-119.807716,1999,4.6,8.0,9,7.222,7.0,1.03
NGEL_OAPM_00556,Willows-Colusa,GLENN,US,39.533889,-122.190833,1999,3.9,9.0,9,9.333,9.0,0.471
NGEL_OAPM_00557,Chatfield-Park---115,Denver-Aurora,US,39.5339,-105.07,1999,2.5,8.0,9,8.556,8.0,1.707
NGEL_OAPM_00558,Sparks,Reno-Sparks,US,39.540916,-119.746758,1999,1.0,9.0,9,7.222,7.0,1.03
NGEL_OAPM_00559,Hagerstown,Hagerstown-Martinsburg,US,39.565601,-77.721901,1999,3.0,16.0,9,16.111,16.0,0.314
NGEL_OAPM_00560,Spanish-Springs,Reno-Sparks,US,39.621417,-119.718806,1999,4.2,7.0,9,6.667,6.0,1.054
NGEL_OAPM_00561,Fair-Hill,Philadelphia-Camden-Wilmington,US,39.701099,-75.860001,1999,5.5,18.0,9,18.111,18.0,0.314
NGEL_OAPM_00562,Piney-Run,GARRETT,US,39.705799,-79.011902,1999,5.9,13.0,9,13.0,13.0,0.471
NGEL_OAPM_00563,Denver---NJH---14th,Denver-Aurora,US,39.7386,-104.9394,1999,1.6,11.0,9,10.333,11.0,1.054
NGEL_OAPM_00564,MLK,Philadelphia-Camden-Wilmington,US,39.7394,-75.5581,1999,1.4,19.0,9,18.667,19.0,0.471
NGEL_OAPM_00565,St.-Joseph,St.-Joseph,US,39.741667,-94.858333,1999,1.2,13.0,9,13.111,13.0,0.314
NGEL_OAPM_00566,Denver---CAMP---2105,Denver-Aurora,US,39.751099,-104.987198,1999,3.2,11.0,9,10.333,11.0,1.054
NGEL_OAPM_00567,Paradise-Theater,BUTTE,US,39.753889,-121.624444,1999,2.2,9.0,9,9.0,9.0,1.155
NGEL_OAPM_00568,Dayton---Sinclair,Dayton,US,39.758235,-84.197375,1999,4.2,17.0,9,17.0,17.0,0.667
NGEL_OAPM_00569,Chico----East,BUTTE,US,39.76161,-121.84048,1999,1.5,13.0,9,10.111,10.0,1.286
NGEL_OAPM_00570,La-Casa-NCORE---4545,Denver-Aurora,US,39.7794,-105.00523,1999,5.0,11.0,9,10.556,11.0,0.831
NGEL_OAPM_00571,Globeville,DENVER,US,39.785622,-104.988469,1999,5.1,11.0,9,10.333,11.0,1.054
NGEL_OAPM_00572,Indpls---I-70-E,Indianapolis,US,39.787933,-86.13088,1999,4.5,19.0,9,18.333,18.0,0.667
NGEL_OAPM_00573,Indpls-W.18th-St,Indianapolis,US,39.7889,-86.2147,1999,5.3,19.0,9,18.556,19.0,0.497
NGEL_OAPM_00574,Portola,PLUMAS,US,39.808334,-120.471664,1999,5.0,7.0,9,6.444,6.0,0.497
NGEL_OAPM_00575,Yellow-Springs,Dayton,US,39.80834,-83.88711,1999,5.6,16.0,9,16.444,16.0,0.497
NGEL_OAPM_00576,MARCUS-HOOK,DELAWARE,US,39.818715,-75.413973,1999,4.6,19.0,9,18.556,19.0,0.497
NGEL_OAPM_00577,Adams,Denver-Aurora,US,39.828387,-104.938463,1999,2.6,11.0,9,9.778,10.0,1.227
NGEL_OAPM_00578,NEWG,Philadelphia-Camden-Wilmington,US,39.8344,-75.7678,1999,2.3,18.0,9,18.111,18.0,0.314
NGEL_OAPM_00579,CHES,Philadelphia-Camden-Wilmington,US,39.8356,-75.3725,1999,2.5,19.0,9,18.556,19.0,0.497
NGEL_OAPM_00580,Preble-County,Dayton,US,39.83562,-84.72049,1999,3.0,17.0,9,17.111,17.0,0.314
NGEL_OAPM_00581,DECATUR,Decatur,US,39.8669,-88.9256,1999,2.8,19.0,9,18.667,19.0,0.471
NGEL_OAPM_00582,MOUNDSVILLE,Wheeling,US,39.9158,-80.7342,1999,4.0,18.0,9,17.333,17.0,0.816
NGEL_OAPM_00583,AREN,Gettysburg,US,39.9233,-77.3081,1999,4.6,15.0,9,15.333,15.0,0.471
NGEL_OAPM_00584,Springfield-PM,Springfield,US,39.92882,-83.80949,1999,4.2,16.0,9,16.556,17.0,0.497
NGEL_OAPM_00585,Camden-Spruce-St,Philadelphia-Camden-Wilmington,US,39.934446,-75.125291,1999,2.7,19.0,9,18.556,19.0,0.497
NGEL_OAPM_00586,Quincy-BAM,PLUMAS,US,39.9369,-120.9478,1999,1.5,6.0,9,5.889,6.0,0.314
NGEL_OAPM_00587,Beijing-US-Embassy,Beijing,CN,39.95,116.47,1999,1.7,59.0,9,54.111,55.0,6.999
NGEL_OAPM_00588,YORK,York-Hanover,US,39.9653,-76.6994,1999,4.5,18.0,9,17.444,17.0,0.497
NGEL_OAPM_00589,NEW,PHILADELPHIA,US,39.991389,-75.080833,1999,5.3,19.0,9,18.556,19.0,0.497
NGEL_OAPM_00590,US-Diplomatic-Post:-Bogota,Bogota,CO,4.637735,-74.09486,1999,5.2,11.0,9,10.778,11.0,0.416
NGEL_OAPM_00591,Columbus---Fairgroun,Columbus,US,40.002734,-82.994404,1999,6.5,17.0,9,17.333,17.0,0.471
NGEL_OAPM_00592,Boulder---CU---2102,Boulder,US,40.0128,-105.2667,1999,4.4,9.0,9,7.333,8.0,1.054
NGEL_OAPM_00593,LAN1,Lancaster,US,40.0439,-76.1125,1999,3.3,17.0,9,17.0,17.0,0.0
NGEL_OAPM_00594,LANC,Lancaster,US,40.0467,-76.2833,1999,2.9,17.0,9,17.111,17.0,0.314
NGEL_OAPM_00595,BONDVILLE,CHAMPAIGN,US,40.052241,-88.372549,1999,1.9,19.0,9,19.0,19.0,0.667
NGEL_OAPM_00596,New-Albany,Columbus,US,40.0845,-82.81552,1999,4.8,17.0,9,17.111,17.0,0.567
NGEL_OAPM_00597,Rangely--CO,RIO-BLANCO,US,40.086941,-108.761002,1999,4.2,5.0,9,5.0,5.0,0.0
NGEL_OAPM_00598,NORR,Philadelphia-Camden-Wilmington,US,40.1122,-75.3092,1999,5.4,18.0,9,17.556,18.0,0.497
NGEL_OAPM_00599,Anderson-Eastside-El,Anderson,US,40.125557,-85.652222,1999,2.7,17.0,9,17.222,17.0,0.416
NGEL_OAPM_00600,CHAR,Pittsburgh,US,40.1469,-79.9033,1999,4.0,16.0,9,16.0,16.0,0.0
NGEL_OAPM_00601,Longmont,Boulder,US,40.164585,-105.100861,1999,4.5,8.0,9,7.444,7.0,0.831
NGEL_OAPM_00602,WASH,Pittsburgh,US,40.17,-80.2617,1999,2.4,16.0,9,16.444,16.0,0.497
NGEL_OAPM_00603,CARL,Harrisburg-Carlisle,US,40.2464,-77.1867,1999,3.1,16.0,9,15.556,16.0,0.497
NGEL_OAPM_00604,North-Provo,Provo-Orem,US,40.253502,-111.6632,1999,1.2,9.0,9,7.444,7.0,1.257
NGEL_OAPM_00605,Rider-University,Trenton-Ewing,US,40.283092,-74.742645,1999,3.7,18.0,9,17.556,18.0,1.066
NGEL_OAPM_00606,Roosvelt,DUCHESNE,US,40.2943,-110.009,1999,6.0,5.0,9,5.0,5.0,0.0
NGEL_OAPM_00607,Chester-BAM,PLUMAS,US,40.301899,-121.235001,1999,5.5,6.0,9,5.444,5.0,0.497
NGEL_OAPM_00608,GREE,Pittsburgh,US,40.3053,-79.5061,1999,6.2,16.0,9,15.889,16.0,0.314
NGEL_OAPM_00609,JOHN,Johnstown,US,40.3097,-78.9158,1999,5.3,16.0,9,15.333,15.0,0.471
NGEL_OAPM_00610,South-Allegheny-High,Pittsburgh,US,40.323898,-79.868301,1999,3.3,17.0,9,16.333,16.0,0.471
NGEL_OAPM_00611,Lebanon,LEBANON,US,40.33733,-76.383446,1999,3.2,17.0,9,15.778,16.0,0.629
NGEL_OAPM_00612,Steubenville,Weirton-Steubenville,US,40.366452,-80.615691,1999,3.4,19.0,9,17.667,18.0,0.667
NGEL_OAPM_00613,Greeley-Hospital,Greeley,US,40.4147,-104.7061,1999,5.4,8.0,9,7.222,7.0,0.629
NGEL_OAPM_00614,Parkway-East-(Near-R,Pittsburgh,US,40.437431,-79.863572,1999,1.8,16.0,9,16.222,16.0,0.629
NGEL_OAPM_00615,Anderson,Redding,US,40.4531,-122.2978,1999,4.1,7.0,9,8.0,8.0,0.816
NGEL_OAPM_00616,Rutgers-University,New-York-Northern-New-Jersey-Long-Island,US,40.462181,-74.429436,1999,2.2,16.0,9,16.556,17.0,0.497
NGEL_OAPM_00617,Vernal-#4,UINTAH,US,40.464722,-109.56083,1999,1.9,4.0,9,5.222,5.0,0.629
NGEL_OAPM_00619,ALTO,Altoona,US,40.515,-78.3889,1999,5.1,15.0,9,14.556,15.0,0.497
NGEL_OAPM_00620,Flemington,New-York-Northern-New-Jersey-Long-Island,US,40.515251,-74.806755,1999,5.3,16.0,9,15.556,16.0,0.497
NGEL_OAPM_00621,NORMAL,Bloomington-Normal,US,40.5169,-88.9975,1999,5.4,18.0,9,18.0,18.0,0.667
NGEL_OAPM_00622,Ft.-Collins---CSU-Fa,LARIMER,US,40.571259,-105.079765,1999,3.5,10.0,9,7.556,7.0,0.956
NGEL_OAPM_00623,FKILL,New-York-Northern-New-Jersey-Long-Island,US,40.5802,-74.1994,1999,5.4,18.0,9,17.556,17.0,0.956
NGEL_OAPM_00624,Erda,TOOELE,US,40.600556,-112.355,1999,5.5,6.0,9,5.778,6.0,0.416
NGEL_OAPM_00625,Rahway-PM,New-York-Northern-New-Jersey-Long-Island,US,40.603943,-74.276176,1999,5.6,17.0,9,16.556,17.0,1.066
NGEL_OAPM_00626,ALLE,Allentown-Bethlehem-Easton,US,40.6119,-75.4325,1999,4.5,16.0,9,15.667,16.0,0.667
NGEL_OAPM_00627,FREE,Allentown-Bethlehem-Easton,US,40.6281,-75.3411,1999,2.5,16.0,9,15.889,16.0,0.314
NGEL_OAPM_00628,Elizabeth-Trailer,New-York-Northern-New-Jersey-Long-Island,US,40.641441,-74.208366,1999,3.6,17.0,9,16.556,17.0,1.066
NGEL_OAPM_00629,PS-314,KINGS,US,40.641819,-74.018707,1999,2.8,17.0,9,17.333,17.0,1.054
NGEL_OAPM_00630,Lake-Sugema,VAN-BUREN,US,40.693298,-92.006104,1999,6.1,14.0,9,13.556,14.0,0.497
NGEL_OAPM_00631,Brooklyn---PS274,New-York-Northern-New-Jersey-Long-Island,US,40.694401,-73.928596,1999,5.3,20.0,9,17.0,17.0,1.333
NGEL_OAPM_00632,PEORIA_J,Peoria,US,40.6978,-89.5889,1999,6.2,19.0,9,18.111,18.0,0.567
NGEL_OAPM_00633,Newark-Firehouse,New-York-Northern-New-Jersey-Long-Island,US,40.720989,-74.192894,1999,4.8,17.0,9,16.333,17.0,0.816
NGEL_OAPM_00634,Jersey-City-FH,New-York-Northern-New-Jersey-Long-Island,US,40.725452,-74.052292,1999,2.7,17.0,9,17.0,17.0,1.155
NGEL_OAPM_00635,MSPTH,New-York-Northern-New-Jersey-Long-Island,US,40.7269,-73.8933,1999,4.5,18.0,9,17.222,17.0,1.474
NGEL_OAPM_00636,PS-19,NEW-YORK,US,40.73,-73.984459,1999,3.7,17.0,9,17.111,17.0,1.197
NGEL_OAPM_00637,Hawthorne,Salt-Lake-City,US,40.733501,-111.871696,1999,2.6,9.0,9,7.556,7.0,1.343
NGEL_OAPM_00638,Queens,New-York-Northern-New-Jersey-Long-Island,US,40.7375,-73.8244,1999,2.6,18.0,9,17.222,17.0,1.474
NGEL_OAPM_00639,Eisenhower-Park,New-York-Northern-New-Jersey-Long-Island,US,40.7447,-73.5869,1999,3.2,15.0,9,16.111,16.0,0.994
NGEL_OAPM_00640,BEAV,Pittsburgh,US,40.747799,-80.316704,1999,2.8,17.0,9,17.0,17.0,0.0
NGEL_OAPM_00641,Lima,Lima,US,40.771,-84.0539,1999,2.4,18.0,9,17.444,17.0,0.497
NGEL_OAPM_00642,Rose-Park,Salt-Lake-City,US,40.7955,-111.9309,1999,5.3,9.0,9,7.889,8.0,1.1
NGEL_OAPM_00643,Canton,Canton-Massillon,US,40.800797,-81.372853,1999,5.8,17.0,9,17.0,17.0,0.0
NGEL_OAPM_00644,STAT,State-College,US,40.8114,-77.8769,1999,4.9,14.0,9,13.556,14.0,0.497
NGEL_OAPM_00645,LLCHD-BAM,Lincoln,US,40.812558,-96.675733,1999,4.7,13.0,9,12.111,12.0,0.737
NGEL_OAPM_00646,KITT,Pittsburgh,US,40.8142,-79.565,1999,4.2,15.0,9,15.444,15.0,0.497
NGEL_OAPM_00647,IS52,New-York-Northern-New-Jersey-Long-Island,US,40.816101,-73.902199,1999,5.5,16.0,9,16.556,17.0,0.831
NGEL_OAPM_00648,CCNY,New-York-Northern-New-Jersey-Long-Island,US,40.8197,-73.9481,1999,3.4,16.0,9,16.556,17.0,0.831
NGEL_OAPM_00649,Holtsville,New-York-Northern-New-Jersey-Long-Island,US,40.8278,-73.0575,1999,2.5,15.0,9,15.778,16.0,0.629
NGEL_OAPM_00650,IS143,New-York-Northern-New-Jersey-Long-Island,US,40.8492,-73.9319,1999,1.5,16.0,9,16.556,17.0,0.831
NGEL_OAPM_00651,Fort-Lee-Near-Road,New-York-Northern-New-Jersey-Long-Island,US,40.85355,-73.9661,1999,1.4,16.0,9,16.556,17.0,0.831
NGEL_OAPM_00652,Columbia,WARREN,US,40.924606,-75.067825,1999,3.2,14.0,9,14.111,14.0,0.567
NGEL_OAPM_00653,Viking-Lake-State-Pa,MONTGOMERY,US,40.970001,-95.044998,1999,2.3,13.0,9,12.889,13.0,0.314
NGEL_OAPM_00654,White-Plains,New-York-Northern-New-Jersey-Long-Island,US,41.0522,-73.7642,1999,1.2,15.0,9,15.444,15.0,1.066
NGEL_OAPM_00655,Chippewa-Lake,Cleveland-Elyria-Mentor,US,41.0604,-81.9239,1999,2.5,17.0,9,17.0,17.0,0.0
NGEL_OAPM_00656,East-High-School,Akron,US,41.063526,-81.468956,1999,2.2,18.0,9,17.667,18.0,0.471
NGEL_OAPM_00657,Pocono,East-Stroudsburg,US,41.083099,-75.3283,1999,4.1,13.0,9,13.333,13.0,0.471
NGEL_OAPM_00658,Youngstown---Head-St,Youngstown-Warren-Boardman,US,41.095938,-80.658467,1999,5.2,18.0,9,17.111,17.0,0.737
NGEL_OAPM_00659,2912-Coffey,Omaha-Council-Bluffs,US,41.133317,-95.956078,1999,1.9,13.0,9,12.556,13.0,0.497
NGEL_OAPM_00660,Bridgeport,Bridgeport-Stamford-Norwalk,US,41.171398,-73.195297,1999,4.5,16.0,6,14.667,15.0,1.374
NGEL_OAPM_00661,Rockland-Cty,ROCKLAND,US,41.182079,-74.028191,1999,4.0,14.0,9,14.667,15.0,0.943
NGEL_OAPM_00662,Cheyenne-NCore,Cheyenne,US,41.18222,-104.778336,1999,4.3,7.0,9,7.0,7.0,0.0
NGEL_OAPM_00663,Ogden-#2,Ogden-Clearfield,US,41.206402,-111.975197,1999,5.3,8.0,9,7.0,7.0,0.816
NGEL_OAPM_00664,Farrell---PA,Youngstown-Warren-Boardman,US,41.215,-80.485,1999,4.9,16.0,9,16.0,16.0,0.667
NGEL_OAPM_00665,BRAIDWD,Chicago-Naperville-Joliet,US,41.2222,-88.1906,1999,4.6,19.0,9,18.222,18.0,0.416
NGEL_OAPM_00666,Youngstown---Laird-A,Youngstown-Warren-Boardman,US,41.23172,-80.80116,1999,4.6,18.0,9,17.111,17.0,0.567
NGEL_OAPM_00667,NCORE,Omaha-Council-Bluffs,US,41.2474,-95.9731,1999,2.0,13.0,9,12.667,13.0,0.471
NGEL_OAPM_00668,New-Haven---Criscuol,New-Haven-Milford,US,41.3011,-72.9028,1999,6.7,14.0,9,13.778,14.0,1.397
NGEL_OAPM_00669,Laramie-Mobile,Laramie,US,41.302831,-105.586,1999,6.0,6.0,9,6.0,6.0,0.0
NGEL_OAPM_00670,Groton-Fort-Griswold,Norwich-New-London,US,41.3536,-72.0789,1999,2.4,13.0,9,12.778,12.0,1.397
NGEL_OAPM_00671,Muscatine--High-Scho,MUSCATINE,US,41.4014,-91.0684,1999,5.6,16.0,9,15.222,15.0,0.416
NGEL_OAPM_00672,SCRA,Scranton--Wilkes-Barre,US,41.4428,-75.6231,1999,2.4,13.0,9,12.0,12.0,0.943
NGEL_OAPM_00673,Barr-School,Cleveland-Elyria-Mentor,US,41.463071,-82.114261,1999,3.3,21.0,7,20.143,20.0,1.457
NGEL_OAPM_00674,Brigham-City,Brigham-City,US,41.492802,-112.0187,1999,5.4,7.0,9,6.444,6.0,0.497
NGEL_OAPM_00675,Narragansett,Providence-New-Bedford-Fall-River,US,41.4942,-71.4219,1999,5.4,13.0,8,12.5,12.5,0.5
NGEL_OAPM_00676,NBURG,Poughkeepsie-Newburgh-Middletown,US,41.4994,-74.0097,1999,6.4,14.0,9,13.556,14.0,0.497
NGEL_OAPM_00677,Davenport--10th-&-Vi,Davenport-Moline-Rock-Island,US,41.529999,-90.587502,1999,3.8,15.0,9,15.333,15.0,0.471
NGEL_OAPM_00678,Waterbury,New-Haven-Milford,US,41.5503,-73.0442,1999,0.5,13.0,9,12.111,12.0,0.314
NGEL_OAPM_00679,CARPENTER,Des-Moines,US,41.6031,-93.643303,1999,5.2,14.0,9,13.333,13.0,0.667
NGEL_OAPM_00680,W-Greenwich,Providence-New-Bedford-Fall-River,US,41.615,-71.7197,1999,4.6,12.0,9,12.0,12.0,0.0
NGEL_OAPM_00681,Erie,Toledo,US,41.644067,-83.54625,1999,0.7,21.0,9,19.556,19.0,0.956
NGEL_OAPM_00682,TIOG,TIOGA,US,41.6447,-76.9392,1999,1.1,12.0,9,11.667,12.0,0.471
NGEL_OAPM_00683,Iowa-City--Hoover-Sc,Iowa-City,US,41.658195,-91.503471,1999,4.0,16.0,9,14.889,15.0,0.567
NGEL_OAPM_00684,ALSIP,Chicago-Naperville-Joliet,US,41.6708,-87.7325,1999,2.7,18.0,9,18.333,18.0,0.471
NGEL_OAPM_00685,Fall-River,Providence-New-Bedford-Fall-River,US,41.6833,-71.169701,1999,4.0,12.0,9,12.222,12.0,0.786
NGEL_OAPM_00686,Towanda,BRADFORD,US,41.705226,-76.512726,1999,5.9,12.0,9,11.667,12.0,0.471
NGEL_OAPM_00687,Painesville---JFS,Cleveland-Elyria-Mentor,US,41.726811,-81.242156,1999,2.7,21.0,7,19.286,19.0,1.578
NGEL_OAPM_00688,CHI_COM,Chicago-Naperville-Joliet,US,41.7547,-87.7136,1999,3.1,18.0,9,18.333,18.0,0.667
NGEL_OAPM_00689,Hartford-Huntley,Hartford-West-Hartford-East-Hartford,US,41.771444,-72.679923,1999,3.4,13.0,9,12.444,13.0,0.685
NGEL_OAPM_00690,Shenyang,Shenyang,CN,41.78,123.42,1999,4.2,43.0,9,38.889,39.0,2.558
NGEL_OAPM_00691,East-Hartford,Hartford-West-Hartford-East-Hartford,US,41.7847,-72.6297,1999,4.2,13.0,9,12.444,13.0,0.685
NGEL_OAPM_00692,Providence,Providence-New-Bedford-Fall-River,US,41.8081,-71.415,1999,5.5,13.0,9,12.444,12.0,0.685
NGEL_OAPM_00693,Clinton--Chancy-Park,Clinton,US,41.823101,-90.211899,1999,4.3,16.0,9,15.778,16.0,0.416
NGEL_OAPM_00694,Near-Road,Providence-New-Bedford-Fall-River,US,41.829495,-71.417457,1999,3.5,13.0,9,12.444,12.0,0.685
NGEL_OAPM_00695,E-Providence,Providence-New-Bedford-Fall-River,US,41.840302,-71.361702,1999,1.4,13.0,9,12.444,12.0,0.831
NGEL_OAPM_00696,Smithfield,CACHE,US,41.842778,-111.85194,1999,0.8,6.0,9,6.222,6.0,0.629
NGEL_OAPM_00697,Cicero2,COOK,US,41.864329,-87.748826,1999,1.6,19.0,9,18.667,18.0,0.816
NGEL_OAPM_00698,CHI_SP,Chicago-Naperville-Joliet,US,41.9136,-87.7239,1999,4.6,19.0,9,18.667,19.0,0.943
NGEL_OAPM_00699,PUBLIC-HEALTH,Cedar-Rapids,US,41.9767,-91.6878,1999,4.3,16.0,9,15.222,15.0,0.416
NGEL_OAPM_00700,PUBLIC-HEALTH-4,Cedar-Rapids,US,41.97677,-91.68766,1999,4.3,16.0,9,15.222,15.0,0.416
NGEL_OAPM_00701,TECUMSEH,Adrian,US,41.995602,-83.946701,1999,5.1,19.0,9,18.778,19.0,0.416
NGEL_OAPM_00702,Franklin,FRANKLIN,US,42.013333,-111.80916,1999,5.3,6.0,9,6.0,6.0,0.0
